name,category,ats,token,url,n_jobs,checked_at
Groupe E,power_gas,teamtailor,groupe,https://groupe.teamtailor.com/jobs.rss,78,2026-08-10T16:27:55+00:00
Hafslund,power_gas,teamtailor,hafslund,https://hafslund.teamtailor.com/jobs.rss,10,2026-08-10T16:28:17+00:00
Hera Group,power_gas,breezy,hera,https://hera.breezy.hr/json,1,2026-08-10T16:27:46+00:00
Heron Energy,power_gas,bamboohr,heron,https://heron.bamboohr.com/careers/list,2,2026-08-10T16:28:22+00:00
Ignitis Group,power_gas,smartrecruiters,ignitisgroup,https://api.smartrecruiters.com/v1/companies/ignitisgroup/postings?limit=100,97,2026-08-10T16:28:19+00:00
Lahti Energia,power_gas,teamtailor,lahtienergia,https://lahtienergia.teamtailor.com/jobs.rss,2,2026-08-10T16:28:16+00:00
Litgrid,power_gas,smartrecruiters,litgrid,https://api.smartrecruiters.com/v1/companies/litgrid/postings?limit=100,4,2026-08-10T16:26:45+00:00
Luminus,power_gas,recruitee,luminus,https://luminus.recruitee.com/api/offers/,24,2026-08-10T16:28:07+00:00
MET Group,power_gas,smartrecruiters,metgroup,https://api.smartrecruiters.com/v1/companies/metgroup/postings?limit=100,69,2026-08-10T16:04:36+00:00
NIS Serbia,power_gas,personio,nis,https://nis.jobs.personio.com/xml,6,2026-08-10T16:27:47+00:00
National Gas,power_gas,greenhouse,national,https://boards-api.greenhouse.io/v1/boards/national/jobs?content=false,7,2026-08-10T16:27:11+00:00
Nemo Link,power_gas,recruitee,nemo,https://nemo.recruitee.com/api/offers/,3,2026-08-10T16:27:40+00:00
North Sea Link,power_gas,bamboohr,north,https://north.bamboohr.com/careers/list,2,2026-08-10T16:27:31+00:00
Northern Gas Networks,power_gas,bamboohr,northern,https://northern.bamboohr.com/careers/list,5,2026-08-10T16:11:29+00:00
Northern Powergrid,power_gas,bamboohr,northern,https://northern.bamboohr.com/careers/list,5,2026-08-10T16:11:28+00:00
Open Grid Europe,power_gas,personio,open,https://open.jobs.personio.com/xml,4,2026-08-10T16:27:28+00:00
Ovo Energy,power_gas,greenhouse,ovoenergy,https://boards-api.greenhouse.io/v1/boards/ovoenergy/jobs?content=false,10,2026-08-10T16:07:03+00:00
Public Power Corporation,power_gas,greenhouse,public,https://boards-api.greenhouse.io/v1/boards/public/jobs?content=false,2,2026-08-10T16:28:01+00:00
Rebel Energy,power_gas,bamboohr,rebel,https://rebel.bamboohr.com/careers/list,5,2026-08-10T16:13:16+00:00
SONI,power_gas,personio,soni,https://soni.jobs.personio.com/xml,3,2026-08-10T16:26:45+00:00
So Energy,power_gas,pinpoint,soenergy,https://soenergy.pinpointhq.com/postings.json,5,2026-08-10T16:07:04+00:00
VPI,power_gas,bamboohr,vpi,https://vpi.bamboohr.com/careers/list,10,2026-08-10T16:04:44+00:00
Vattenfall,power_gas,smartrecruiters,vattenfall,https://api.smartrecruiters.com/v1/companies/vattenfall/postings?limit=100,242,2026-08-10T16:04:19+00:00
Vattenfall Energy Trading,power_gas,smartrecruiters,vattenfall,https://api.smartrecruiters.com/v1/companies/vattenfall/postings?limit=100,242,2026-08-10T16:21:09+00:00
Vattenfall Nordic,power_gas,smartrecruiters,vattenfall,https://api.smartrecruiters.com/v1/companies/vattenfall/postings?limit=100,242,2026-08-10T16:28:16+00:00
Akuna Capital,prop_mm,greenhouse,akunacapital,https://boards-api.greenhouse.io/v1/boards/akunacapital/jobs?content=false,34,2026-08-10T16:04:48+00:00
Amplify Trading,prop_mm,ashby,amplify,https://api.ashbyhq.com/posting-api/job-board/amplify,45,2026-08-10T16:05:29+00:00
Aquatic Capital Management,prop_mm,greenhouse,aquaticcapitalmanagement,https://boards-api.greenhouse.io/v1/boards/aquaticcapitalmanagement/jobs?content=false,9,2026-08-10T16:21:43+00:00
Axia Futures,prop_mm,personio,axia,https://axia.jobs.personio.com/xml,2,2026-08-10T16:05:25+00:00
CTC Trading,prop_mm,greenhouse,chicagotrading,https://boards-api.greenhouse.io/v1/boards/chicagotrading/jobs?content=false,23,2026-08-10T16:04:53+00:00
Consolidated Trading,prop_mm,bamboohr,consolidated,https://consolidated.bamboohr.com/careers/list,1,2026-08-10T16:14:13+00:00
Da Vinci Derivatives,prop_mm,greenhouse,davinciderivatives,https://boards-api.greenhouse.io/v1/boards/davinciderivatives/jobs?content=false,12,2026-08-10T16:04:49+00:00
Eclipse Trading,prop_mm,greenhouse,eclipsetrading,https://boards-api.greenhouse.io/v1/boards/eclipsetrading/jobs?content=false,15,2026-08-10T16:13:47+00:00
Engineers Gate,prop_mm,greenhouse,engineersgate,https://boards-api.greenhouse.io/v1/boards/engineersgate/jobs?content=false,8,2026-08-10T16:21:35+00:00
Five Rings,prop_mm,teamtailor,five,https://five.teamtailor.com/jobs.rss,91,2026-08-10T16:05:08+00:00
Flow Traders,prop_mm,greenhouse,flowtraders,https://boards-api.greenhouse.io/v1/boards/flowtraders/jobs?content=false,42,2026-08-10T16:04:42+00:00
Geneva Trading,prop_mm,greenhouse,genevatrading,https://boards-api.greenhouse.io/v1/boards/genevatrading/jobs?content=false,13,2026-08-10T16:13:51+00:00
Grasshopper Asia,prop_mm,greenhouse,grasshopperasia,https://boards-api.greenhouse.io/v1/boards/grasshopperasia/jobs?content=false,7,2026-08-10T16:13:41+00:00
IMC Trading,prop_mm,greenhouse,imc,https://boards-api.greenhouse.io/v1/boards/imc/jobs?content=false,167,2026-08-10T16:04:41+00:00
Jane Street,prop_mm,greenhouse,janestreet,https://boards-api.greenhouse.io/v1/boards/janestreet/jobs?content=false,231,2026-08-10T16:04:43+00:00
Jump Trading,prop_mm,greenhouse,jumptrading,https://boards-api.greenhouse.io/v1/boards/jumptrading/jobs?content=false,104,2026-08-10T16:04:44+00:00
Liquid Capital,prop_mm,ashby,liquid,https://api.ashbyhq.com/posting-api/job-board/liquid,2,2026-08-10T16:05:05+00:00
Nico Trading,prop_mm,personio,nico,https://nico.jobs.personio.com/xml,3,2026-08-10T16:14:19+00:00
PDT Partners,prop_mm,greenhouse,pdtpartners,https://boards-api.greenhouse.io/v1/boards/pdtpartners/jobs?content=false,10,2026-08-10T16:21:31+00:00
Qube Research and Technologies,prop_mm,greenhouse,quberesearchandtechnologies,https://boards-api.greenhouse.io/v1/boards/quberesearchandtechnologies/jobs?content=false,193,2026-08-10T16:05:13+00:00
Schneider Trading,prop_mm,bamboohr,schneider,https://schneider.bamboohr.com/careers/list,10,2026-08-10T16:05:29+00:00
Spot Trading,prop_mm,teamtailor,spot,https://spot.teamtailor.com/jobs.rss,100,2026-08-10T16:14:07+00:00
Squarepoint Capital,prop_mm,greenhouse,squarepointcapital,https://boards-api.greenhouse.io/v1/boards/squarepointcapital/jobs?content=false,88,2026-08-10T16:04:55+00:00
Susquehanna,prop_mm,personio,sig,https://sig.jobs.personio.com/xml,5,2026-08-10T16:04:47+00:00
Tower Research Capital,prop_mm,greenhouse,towerresearchcapital,https://boards-api.greenhouse.io/v1/boards/towerresearchcapital/jobs?content=false,72,2026-08-10T16:05:07+00:00
Transmarket Group,prop_mm,greenhouse,transmarketgroup,https://boards-api.greenhouse.io/v1/boards/transmarketgroup/jobs?content=false,17,2026-08-10T16:13:42+00:00
Valkyrie Trading,prop_mm,lever,valkyrietrading,https://api.lever.co/v0/postings/valkyrietrading?mode=json,6,2026-08-10T16:13:55+00:00
Voleon Group,prop_mm,ashby,voleon,https://api.ashbyhq.com/posting-api/job-board/voleon,55,2026-08-10T16:21:31+00:00
Airswift,recruiter,smartrecruiters,airswift,https://api.smartrecruiters.com/v1/companies/airswift/postings?limit=100,1,2026-08-10T16:17:38+00:00
Ambition,recruiter,rippling,ambition,https://api.rippling.com/platform/api/ats/v1/board/ambition/jobs,1,2026-08-10T16:18:00+00:00
Broadgate Search,recruiter,teamtailor,broadgate,https://broadgate.teamtailor.com/jobs.rss,2,2026-08-10T16:18:14+00:00
Brunel,recruiter,pinpoint,brunel,https://brunel.pinpointhq.com/postings.json,5,2026-08-10T16:17:39+00:00
Goodman Masson,recruiter,greenhouse,goodman,https://boards-api.greenhouse.io/v1/boards/goodman/jobs?content=false,35,2026-08-10T16:17:52+00:00
HC Group,recruiter,bamboohr,hcgroup,https://hcgroup.bamboohr.com/careers/list,1,2026-08-10T16:06:49+00:00
Harrington Starr,recruiter,smartrecruiters,harringtonstarr,https://api.smartrecruiters.com/v1/companies/harringtonstarr/postings?limit=100,2,2026-08-10T16:17:38+00:00
Huxley,recruiter,personio,huxley,https://huxley.jobs.personio.com/xml,3,2026-08-10T16:17:48+00:00
Marks Sattin,recruiter,teamtailor,markssattin,https://markssattin.teamtailor.com/jobs.rss,9,2026-08-10T16:17:42+00:00
Michael Page,recruiter,pinpoint,michaelpage,https://michaelpage.pinpointhq.com/postings.json,4,2026-08-10T16:18:00+00:00
Morgan McKinley,recruiter,pinpoint,morganmckinley,https://morganmckinley.pinpointhq.com/postings.json,3,2026-08-10T16:17:59+00:00
NES Fircroft,recruiter,bamboohr,nes,https://nes.bamboohr.com/careers/list,4,2026-08-10T16:17:56+00:00
Odgers Berndtson,recruiter,personio,odgers,https://odgers.jobs.personio.com/xml,6,2026-08-10T16:18:15+00:00
Orion Group,recruiter,greenhouse,oriongroup,https://boards-api.greenhouse.io/v1/boards/oriongroup/jobs?content=false,9,2026-08-10T16:17:40+00:00
Robert Walters,recruiter,pinpoint,robertwalters,https://robertwalters.pinpointhq.com/postings.json,5,2026-08-10T16:17:58+00:00
Sheffield Haworth,recruiter,bamboohr,sheffieldhaworth,https://sheffieldhaworth.bamboohr.com/careers/list,2,2026-08-10T16:17:47+00:00
Spencer Ogden,recruiter,pinpoint,spencer-ogden,https://spencer-ogden.pinpointhq.com/postings.json,4,2026-08-10T16:17:41+00:00
Spencer Stuart,recruiter,greenhouse,spencer,https://boards-api.greenhouse.io/v1/boards/spencer/jobs?content=false,3,2026-08-10T16:17:57+00:00
Taylor Hopkinson,recruiter,rippling,taylor,https://api.rippling.com/platform/api/ats/v1/board/taylor/jobs,5,2026-08-10T16:17:50+00:00
Chevron,refining,bamboohr,chevron,https://chevron.bamboohr.com/careers/list,5,2026-08-10T16:04:20+00:00
Circle K Europe,refining,pinpoint,circlek,https://circlek.pinpointhq.com/postings.json,5,2026-08-10T16:26:07+00:00
Crown Oil,refining,teamtailor,crownoil,https://crownoil.teamtailor.com/jobs.rss,3,2026-08-10T16:26:01+00:00
Greenergy,refining,pinpoint,greenergy,https://greenergy.pinpointhq.com/postings.json,14,2026-08-10T16:04:10+00:00
Greenergy Fuels,refining,pinpoint,greenergy,https://greenergy.pinpointhq.com/postings.json,14,2026-08-10T16:26:39+00:00
Harvest Energy,refining,rippling,harvest,https://api.rippling.com/platform/api/ats/v1/board/harvest/jobs,12,2026-08-10T16:26:19+00:00
Inter Terminals,refining,greenhouse,inter,https://boards-api.greenhouse.io/v1/boards/inter/jobs?content=false,169,2026-08-10T16:13:39+00:00
Petroineos,refining,pinpoint,petroineos,https://petroineos.pinpointhq.com/postings.json,13,2026-08-10T16:13:24+00:00
Watson Fuels,refining,breezy,watson,https://watson.breezy.hr/json,1,2026-08-10T16:26:14+00:00
World Kinect,refining,bamboohr,world,https://world.bamboohr.com/careers/list,5,2026-08-10T16:04:32+00:00
AFME,regulator,pinpoint,afme,https://afme.pinpointhq.com/postings.json,1,2026-08-10T16:33:28+00:00
Bank for International Settlements,regulator,lever,bis,https://api.lever.co/v0/postings/bis?mode=json,8,2026-08-16T06:51:06+00:00
British Private Equity and Venture Capital Association,regulator,bamboohr,bvca,https://bvca.bamboohr.com/careers/list,5,2026-08-10T16:33:45+00:00
Climate Change Committee,regulator,personio,climate,https://climate.jobs.personio.com/xml,4,2026-08-10T16:15:57+00:00
Grain and Feed Trade Association,regulator,teamtailor,grain,https://grain.teamtailor.com/jobs.rss,13,2026-08-10T16:33:59+00:00
International Aluminium Institute,regulator,greenhouse,international,https://boards-api.greenhouse.io/v1/boards/international/jobs?content=false,1,2026-08-10T16:34:06+00:00
International Chamber of Shipping,regulator,greenhouse,international,https://boards-api.greenhouse.io/v1/boards/international/jobs?content=false,1,2026-08-10T16:33:48+00:00
International Cocoa Organization,regulator,greenhouse,international,https://boards-api.greenhouse.io/v1/boards/international/jobs?content=false,1,2026-08-10T16:34:02+00:00
International Coffee Organization,regulator,greenhouse,international,https://boards-api.greenhouse.io/v1/boards/international/jobs?content=false,1,2026-08-10T16:33:59+00:00
International Copper Study Group,regulator,greenhouse,international,https://boards-api.greenhouse.io/v1/boards/international/jobs?content=false,1,2026-08-10T16:34:06+00:00
International Energy Agency,regulator,greenhouse,international,https://boards-api.greenhouse.io/v1/boards/international/jobs?content=false,1,2026-08-10T16:26:41+00:00
International Grains Council,regulator,greenhouse,international,https://boards-api.greenhouse.io/v1/boards/international/jobs?content=false,1,2026-08-10T16:33:59+00:00
International Lead and Zinc Study Group,regulator,greenhouse,international,https://boards-api.greenhouse.io/v1/boards/international/jobs?content=false,1,2026-08-10T16:34:03+00:00
International Sugar Organization,regulator,greenhouse,international,https://boards-api.greenhouse.io/v1/boards/international/jobs?content=false,1,2026-08-10T16:33:59+00:00
International Wrought Copper Council,regulator,greenhouse,international,https://boards-api.greenhouse.io/v1/boards/international/jobs?content=false,1,2026-08-10T16:34:03+00:00
London Bullion Market Association,regulator,greenhouse,london,https://boards-api.greenhouse.io/v1/boards/london/jobs?content=false,4,2026-08-10T16:33:49+00:00
London Platinum and Palladium Market,regulator,greenhouse,london,https://boards-api.greenhouse.io/v1/boards/london/jobs?content=false,4,2026-08-10T16:33:58+00:00
Low Carbon Contracts Company,regulator,pinpoint,lowcarboncontracts,https://lowcarboncontracts.pinpointhq.com/postings.json,8,2026-08-10T16:33:22+00:00
National Grid,regulator,greenhouse,national,https://boards-api.greenhouse.io/v1/boards/national/jobs?content=false,7,2026-08-10T16:07:07+00:00
Office for Budget Responsibility,regulator,rippling,obr,https://api.rippling.com/platform/api/ats/v1/board/obr/jobs,120,2026-08-16T06:51:18+00:00
Serious Fraud Office,regulator,bamboohr,sfo,https://sfo.bamboohr.com/careers/list,5,2026-08-16T06:51:08+00:00
World Steel Association,regulator,bamboohr,world,https://world.bamboohr.com/careers/list,5,2026-08-10T16:34:06+00:00
Zero Emissions Traders Alliance,regulator,ashby,zero,https://api.ashbyhq.com/posting-api/job-board/zero,7,2026-08-10T16:33:47+00:00
Advanced Shipping and Trading,shipbroker,recruitee,advanced,https://advanced.recruitee.com/api/offers/,2,2026-08-10T16:33:13+00:00
Affinity Shipping,shipbroker,bamboohr,affinity,https://affinity.bamboohr.com/careers/list,2,2026-08-10T16:06:45+00:00
Allied Shipbroking,shipbroker,greenhouse,allied,https://boards-api.greenhouse.io/v1/boards/allied/jobs?content=false,7,2026-08-10T16:33:24+00:00
Golden Destiny,shipbroker,rippling,golden,https://api.rippling.com/platform/api/ats/v1/board/golden/jobs,7,2026-08-10T16:33:14+00:00
Howe Robinson Partners,shipbroker,pinpoint,howe,https://howe.pinpointhq.com/postings.json,3,2026-08-10T16:06:30+00:00
Lightship Chartering,shipbroker,lever,lightship,https://api.lever.co/v0/postings/lightship?mode=json,10,2026-08-10T16:17:09+00:00
Maersk Broker,shipbroker,teamtailor,maersk,https://maersk.teamtailor.com/jobs.rss,10,2026-08-10T16:07:49+00:00
Nordic Shipping and Trading,shipbroker,personio,nordic,https://nordic.jobs.personio.com/xml,2,2026-08-10T16:32:54+00:00
Northern Shipping,shipbroker,bamboohr,northern,https://northern.bamboohr.com/careers/list,5,2026-08-10T16:17:26+00:00
Simpson Spence Young Futures,shipbroker,breezy,simpson,https://simpson.breezy.hr/json,1,2026-08-10T16:33:15+00:00
Trident Alliance,shipbroker,greenhouse,trident,https://boards-api.greenhouse.io/v1/boards/trident/jobs?content=false,6,2026-08-10T16:17:24+00:00
Weber Shipbroking,shipbroker,bamboohr,weber,https://weber.bamboohr.com/careers/list,4,2026-08-10T16:17:32+00:00
Ardmore Shipping,shipping,bamboohr,ardmoreshipping,https://ardmoreshipping.bamboohr.com/careers/list,3,2026-08-10T16:12:09+00:00
Avance Gas,shipping,personio,avance,https://avance.jobs.personio.com/xml,1,2026-08-10T16:17:15+00:00
CMA CGM,shipping,greenhouse,cma,https://boards-api.greenhouse.io/v1/boards/cma/jobs?content=false,1,2026-08-10T16:12:10+00:00
Frontline,shipping,pinpoint,frontline,https://frontline.pinpointhq.com/postings.json,3,2026-08-10T16:11:57+00:00
Golden Ocean,shipping,rippling,golden,https://api.rippling.com/platform/api/ats/v1/board/golden/jobs,7,2026-08-10T16:12:14+00:00
International Seaways,shipping,greenhouse,international,https://boards-api.greenhouse.io/v1/boards/international/jobs?content=false,1,2026-08-10T16:12:36+00:00
Maersk,shipping,teamtailor,maersk,https://maersk.teamtailor.com/jobs.rss,10,2026-08-10T16:11:52+00:00
Nordic American Tankers,shipping,personio,nordic,https://nordic.jobs.personio.com/xml,2,2026-08-10T16:17:08+00:00
Ocean Network Express,shipping,ashby,ocean,https://api.ashbyhq.com/posting-api/job-board/ocean,2,2026-08-10T16:16:51+00:00
Pacific Basin,shipping,bamboohr,pacific,https://pacific.bamboohr.com/careers/list,9,2026-08-10T16:16:54+00:00
Agrocorp International,softs,teamtailor,agrocorpinternational,https://agrocorpinternational.teamtailor.com/jobs.rss,7,2026-08-10T16:16:18+00:00
Bartlett and Company,softs,smartrecruiters,bartlett,https://api.smartrecruiters.com/v1/companies/bartlett/postings?limit=100,1,2026-08-10T16:25:04+00:00
Bureau Veritas,softs,ashby,bureau,https://api.ashbyhq.com/posting-api/job-board/bureau,10,2026-08-10T16:25:23+00:00
Ceres Global Ag,softs,pinpoint,ceres,https://ceres.pinpointhq.com/postings.json,5,2026-08-10T16:16:40+00:00
ETG Commodities,softs,personio,etg,https://etg.jobs.personio.com/xml,3,2026-08-10T16:25:22+00:00
Enviva,softs,greenhouse,enviva,https://boards-api.greenhouse.io/v1/boards/enviva/jobs?content=false,49,2026-08-10T16:26:14+00:00
Frontier Agriculture,softs,smartrecruiters,frontieragriculture,https://api.smartrecruiters.com/v1/companies/frontieragriculture/postings?limit=100,25,2026-08-10T16:04:10+00:00
Golden Agri-Resources,softs,rippling,golden,https://api.rippling.com/platform/api/ats/v1/board/golden/jobs,7,2026-08-10T16:16:27+00:00
Kernel Holding,softs,ashby,kernel,https://api.ashbyhq.com/posting-api/job-board/kernel,3,2026-08-10T16:25:02+00:00
Louis Dreyfus Company,softs,smartrecruiters,louisdreyfuscompany,https://api.smartrecruiters.com/v1/companies/louisdreyfuscompany/postings?limit=100,430,2026-08-10T16:03:44+00:00
MHP,softs,greenhouse,mhp,https://boards-api.greenhouse.io/v1/boards/mhp/jobs?content=false,3,2026-08-10T16:24:49+00:00
Pinnacle Renewable Energy,softs,bamboohr,pinnacle,https://pinnacle.bamboohr.com/careers/list,20,2026-08-10T16:26:33+00:00
SGS,softs,smartrecruiters,sgs,https://api.smartrecruiters.com/v1/companies/sgs/postings?limit=100,4279,2026-08-10T16:25:09+00:00
Solaris Commodities,softs,bamboohr,solaris,https://solaris.bamboohr.com/careers/list,3,2026-08-10T16:16:46+00:00
Tereos,softs,recruitee,tereos,https://tereos.recruitee.com/api/offers/,8,2026-08-10T16:07:36+00:00
Alcazar Energy,trading_house,ashby,alcazar-energy,https://api.ashbyhq.com/posting-api/job-board/alcazar-energy,13,2026-08-10T16:31:04+00:00
Ampol,trading_house,smartrecruiters,ampol,https://api.smartrecruiters.com/v1/companies/ampol/postings?limit=100,134,2026-08-10T16:31:06+00:00
BB Energy,trading_house,bamboohr,bbenergy,https://bbenergy.bamboohr.com/careers/list,6,2026-08-10T16:03:47+00:00
Braskem,trading_house,greenhouse,braskem,https://boards-api.greenhouse.io/v1/boards/braskem/jobs?content=false,9,2026-08-10T16:24:13+00:00
Castleton Commodities International,trading_house,bamboohr,cci,https://cci.bamboohr.com/careers/list,1,2026-08-10T16:03:42+00:00
Celanese,trading_house,smartrecruiters,celanese,https://api.smartrecruiters.com/v1/companies/celanese/postings?limit=100,5,2026-08-10T16:24:19+00:00
Engelhart Commodities,trading_house,greenhouse,engelhart,https://boards-api.greenhouse.io/v1/boards/engelhart/jobs?content=false,8,2026-08-10T16:04:05+00:00
Ineos,trading_house,bamboohr,ineos,https://ineos.bamboohr.com/careers/list,7,2026-08-10T16:24:17+00:00
Johnson Matthey,trading_house,personio,johnson,https://johnson.jobs.personio.com/xml,3,2026-08-10T16:24:45+00:00
Noble Resources,trading_house,greenhouse,noble,https://boards-api.greenhouse.io/v1/boards/noble/jobs?content=false,2,2026-08-10T16:31:32+00:00
Oando,trading_house,breezy,oando,https://oando.breezy.hr/json,1,2026-08-10T16:31:14+00:00
Omya,trading_house,smartrecruiters,omya,https://api.smartrecruiters.com/v1/companies/omya/postings?limit=100,5,2026-08-10T16:24:28+00:00
Sahara Energy,trading_house,ashby,sahara,https://api.ashbyhq.com/posting-api/job-board/sahara,3,2026-08-10T16:13:26+00:00
Sahara Group,trading_house,smartrecruiters,saharagroup,https://api.smartrecruiters.com/v1/companies/saharagroup/postings?limit=100,1,2026-08-10T16:31:00+00:00
Samsung C and T Trading,trading_house,recruitee,samsung,https://samsung.recruitee.com/api/offers/,1,2026-08-10T16:31:38+00:00
Sinopec Trading,trading_house,bamboohr,sinopec,https://sinopec.bamboohr.com/careers/list,5,2026-08-10T16:31:39+00:00
Sojitz,trading_house,bamboohr,sojitz,https://sojitz.bamboohr.com/careers/list,5,2026-08-10T16:11:54+00:00
Sojitz Europe,trading_house,bamboohr,sojitz,https://sojitz.bamboohr.com/careers/list,5,2026-08-10T16:31:21+00:00
Toyota Tsusho,trading_house,teamtailor,toyota,https://toyota.teamtailor.com/jobs.rss,5,2026-08-10T16:11:57+00:00
Toyota Tsusho Europe,trading_house,teamtailor,toyota,https://toyota.teamtailor.com/jobs.rss,5,2026-08-10T16:31:33+00:00
Tricon Energy,trading_house,bamboohr,triconenergy,https://triconenergy.bamboohr.com/careers/list,30,2026-08-10T16:24:28+00:00
Vitol Group Services,trading_house,smartrecruiters,vitol,https://api.smartrecruiters.com/v1/companies/vitol/postings?limit=100,33,2026-08-10T16:31:02+00:00
Vivo Energy,trading_house,bamboohr,vivo,https://vivo.bamboohr.com/careers/list,3,2026-08-10T16:31:24+00:00
