name,category,domain
BME Spanish Exchanges,exchange,bolsasymercados.es
Warsaw Stock Exchange,exchange,
Borsa Istanbul,exchange,borsaistanbul.com
Tadawul,exchange,
Abu Dhabi Securities Exchange,exchange,adx.ae
Dubai Financial Market,exchange,dfm.ae
Qatar Stock Exchange,exchange,qe.com.qa
Multi Commodity Exchange India,exchange,
National Stock Exchange India,exchange,nseindia.com
Dubai Gold and Commodities Exchange,exchange,
Dalian Commodity Exchange,exchange,
Shanghai Futures Exchange,exchange,
Zhengzhou Commodity Exchange,exchange,
Korea Exchange,exchange,
Bursa Malaysia,exchange,
Indonesia Stock Exchange,exchange,
Johannesburg Stock Exchange,exchange,jse.co.za
Oslo Bors,exchange,euronext.com/en/markets/oslo
Nasdaq Clearing,exchange,
Eurex,exchange,eurex.com
Cboe Clear Europe,exchange,cboeclear.com
OCC Clearing,exchange,
ICE Clear Europe,exchange,theice.com/clear-europe
CME Clearing Europe,exchange,
Ion Markets,exchange,iongroup.com/markets
Trading Technologies International,exchange,
Itiviti,exchange,
Fidessa,exchange,fidessa.com
Bloomberg Terminal Services,exchange,
Refinitiv Eikon,exchange,eikon.refinitiv.com
Symphony Communication,exchange,symphony.com
Ipreo,exchange,
Dealogic,exchange,dealogic.com
Preqin,data_vendor,preqin.com
PitchBook,data_vendor,
With Intelligence,data_vendor,withintelligence.com
HFR,data_vendor,
eVestment,data_vendor,evestment.com
Albourne Partners,data_vendor,albourne.com
Mercer Investments,data_vendor,mercer.com
Aon Investments,data_vendor,aon.com/investments
bfinance,data_vendor,bfinance.com
Redington,data_vendor,redington.co.uk
Hymans Robertson,data_vendor,hymans.co.uk
Barnett Waddingham,data_vendor,barnett-waddingham.co.uk
XPS Pensions,data_vendor,xpsgroup.com
Isio,data_vendor,isio.com
Cardano,data_vendor,
Van Lanschot Kempen,fund,vanlanschotkempen.com
Ineos,trading_house,ineos.com
LyondellBasell,trading_house,lyondellbasell.com
Dow,trading_house,
BASF,trading_house,basf.com
SABIC,trading_house,sabic.com
Braskem,trading_house,
Borealis,trading_house,borealisgroup.com
Trinseo,trading_house,trinseo.com
Celanese,trading_house,
Eastman Chemical,trading_house,eastman.com
Covestro,trading_house,covestro.com
Evonik,trading_house,evonik.com
Clariant,trading_house,clariant.com
Arkema,trading_house,arkema.com
Solvay,trading_house,solvay.com
Wacker Chemie,trading_house,wacker.com
Nouryon,trading_house,nouryon.com
Johnson Matthey,trading_house,matthey.com
Croda International,trading_house,croda.com
Synthomer,trading_house,synthomer.com
Elementis,trading_house,elementis.com
Brenntag,trading_house,brenntag.com
IMCD,trading_house,imcdgroup.com
Azelis,trading_house,azelis.com
Univar Solutions,trading_house,
Helm AG,trading_house,helmag.com
Vinmar International,trading_house,vinmar.com
Tricon Energy,trading_house,triconenergy.com
Muntajat,trading_house,
Mitsubishi Chemical,trading_house,
Omya,trading_house,omya.com
Credit Agricole CIB,bank,
Banque de Commerce et de Placements,bank,bcp-bank.com
BRED Banque Populaire,bank,bred.fr
Afreximbank,bank,
Trade and Development Bank,bank,tdbgroup.org
Ecobank,bank,ecobank.com
Access Bank,bank,
Zenith Bank,bank,
United Bank for Africa,bank,
Nedbank,bank,nedbank.co.za
Rand Merchant Bank,bank,
Habib Bank,bank,
Mashreq,bank,mashreq.com
Arab Bank,bank,arabbank.com
National Bank of Fujairah,bank,nbf.ae
Commercial Bank of Dubai,bank,cbd.ae
Bank Muscat,bank,bankmuscat.com
Ahli United Bank,bank,
Banque Misr,bank,banquemisr.com
Attijariwafa Bank,bank,
Lansing Trade Group,softs,
Seaboard Corporation,softs,
Perdue Agribusiness,softs,perdueagribusiness.com
Bartlett and Company,softs,
Zen-Noh Grain,softs,zengrain.com
Sodrugestvo,softs,sodrugestvo.com
Kernel Holding,softs,
MHP,softs,
Astarta Holding,softs,
Ridley Corporation,softs,ridley.com.au
ETG Commodities,softs,etgworld.com
Export Trading Group,softs,
Olam Food Ingredients,softs,
Sucden Coffee,softs,
DEMB Trading,softs,
Neumann Kaffee Gruppe,softs,nkg.net
Volcafe Specialty,softs,volcafespecialty.com
Mercon Coffee,softs,mercon.com
Louis Dreyfus Coffee,softs,
Cofco Agri,softs,
Agrofert,softs,agrofert.cz
Baltic Control,softs,balticcontrol.com
SGS,softs,sgs.com
Bureau Veritas,softs,bureauveritas.com
Intertek,softs,intertek.com
Cotecna,softs,cotecna.com
Alfred H Knight,metals,ahkgroup.com
Inspectorate,metals,
Camin Cargo Control,refining,
Saybolt,refining,
Amspec,refining,amspecgroup.com
Viswa Group,refining,
VPS Veritas Petroleum,refining,v-p-s.com
Coinbase Institutional,crypto,
Bitstamp Europe,crypto,
Falcon X Europe,crypto,falconx.co.uk
Bitfinex Securities,crypto,
Deribit Europe,crypto,deribit.eu
Paradigm,crypto,paradigm.co
Hidden Road Partners,crypto,
Clear Street,crypto,clearstreet.io
Blockdaemon,crypto,blockdaemon.com
Chainlink Labs,crypto,chainlinklabs.com
Consensys,crypto,consensys.io
Aave Companies,crypto,aave.com
Nethermind,crypto,nethermind.io
Blockchain Capital,crypto,blockchain.capital
Fabric Ventures,crypto,fabric.vc
Greenfield Capital,crypto,greenfield.xyz
Maven 11,crypto,maven11.com
Bitwise Asset Management,crypto,bitwiseinvestments.com
21Shares,crypto,21shares.com
WisdomTree Digital,crypto,
Valour,crypto,valour.com
Hashdex,crypto,hashdex.com
Marex Solutions,broker,marexsolutions.com
Sucden Financial Metals,broker,sucfin.com
Amalgamated Metal Corporation,metals,amcgroup.com
Concord Resources Metals,metals,
Gerald Metals,metals,
Traxys Europe,metals,
Ocean Partners,metals,oceanpartners.com
Trafigura Metals,metals,
Red Kite Capital,metals,
Tiberius Group,metals,tiberiusgroup.com
Galena Asset Management,metals,galena-invest.com
Britannia Refined Metals,metals,
Metalor,metals,metalor.com
Valcambi,metals,
Argor-Heraeus,metals,
PAMP,metals,
Heraeus Precious Metals,metals,heraeus-precious-metals.com
Asahi Refining,metals,asahirefining.com
Perth Mint,metals,perthmint.com
Rand Refinery,metals,randrefinery.com
Sharps Pixley,metals,
Baird and Co Refinery,metals,bairdmint.com
Prax Petroleum,refining,prax.com
Harvest Energy,refining,
Certas Energy,refining,certasenergy.co.uk
Watson Fuels,refining,watsonfuels.co.uk
Crown Oil,refining,crownoil.co.uk
Rontec,refining,
Motor Fuel Group,refining,motorfuelgroup.com
EG Group,refining,eg-group.com
Applegreen,refining,applegreenstores.com
Circle K Europe,refining,circlek.com
Q8 Kuwait Petroleum,refining,q8.com
Phillips 66 Limited,refining,phillips66.co.uk
Valero UK,refining,valero.co.uk
Puma Energy UK,refining,
Greenergy Fuels,refining,
Argent Energy,refining,argentenergy.com
Olleco,refining,olleco.co.uk
Convert Energy,refining,convertenergy.co.uk
Green Fuels,refining,greenfuels.co.uk
Velocys,refining,velocys.com
Nova Pangaea Technologies,refining,novapangaea.com
Vertex Bioenergy,refining,
Verbio,refining,verbio.de
Clariant Sunliquid,refining,
Enviva,softs,enviva.com
Pinnacle Renewable Energy,softs,
Graanul Invest,softs,graanulinvest.com
Drax Biomass,softs,draxbiomass.com
Lignetics,softs,lignetics.com
ENTSO-E,regulator,entsoe.eu
ENTSOG,regulator,entsog.eu
ACER,regulator,acer.europa.eu
CEER,regulator,ceer.eu
Commission de Regulation de lEnergie,regulator,cre.fr
Bundesnetzagentur,regulator,bundesnetzagentur.de
ARERA,regulator,arera.it
CNMC,regulator,cnmc.es
E-Control,regulator,e-control.at
Energy Community Secretariat,regulator,
International Energy Agency,regulator,
IRENA,regulator,
OPEC Secretariat,regulator,
Energy Charter Secretariat,regulator,
European Investment Bank,regulator,eib.org
EBRD,regulator,
Elia Group,power_gas,
TenneT,power_gas,
Amprion,power_gas,amprion.net
50Hertz,power_gas,50hertz.com
TransnetBW,power_gas,transnetbw.de
RTE France,power_gas,rte-france.com
Terna,power_gas,
Red Electrica,power_gas,ree.es
Swissgrid,power_gas,swissgrid.ch
Austrian Power Grid,power_gas,apg.at
Energinet,power_gas,energinet.dk
Svenska kraftnat,power_gas,svk.se
Statnett,power_gas,statnett.no
Fingrid,power_gas,fingrid.fi
PSE Polska,power_gas,pse.pl
CEPS,power_gas,ceps.cz
SEPS Slovakia,power_gas,
MAVIR,power_gas,mavir.hu
Transelectrica,power_gas,transelectrica.ro
IPTO Greece,power_gas,
EirGrid,power_gas,eirgrid.ie
SONI,power_gas,soni.ltd.uk
Litgrid,power_gas,litgrid.eu
Augstsprieguma tikls,power_gas,ast.lv
Elering,power_gas,elering.ee
HOPS Croatia,power_gas,hops.hr
ELES Slovenia,power_gas,eles.si
Landsnet,power_gas,landsnet.is
Creos,power_gas,
Gasunie,power_gas,gasunie.nl
Fluxys,power_gas,fluxys.com
GRTgaz,power_gas,
Terega,power_gas,
Snam,power_gas,
Enagas,power_gas,
Gas Networks Ireland,power_gas,gasnetworks.ie
National Gas,power_gas,nationalgas.com
Open Grid Europe,power_gas,oge.net
Gascade,power_gas,gascade.de
ONTRAS,power_gas,ontras.com
Gaz-System,power_gas,gaz-system.pl
Bulgartransgaz,power_gas,
Transgaz,power_gas,transgaz.ro
DESFA,power_gas,
Botas,power_gas,
Plinacro,power_gas,plinacro.hr
Eustream,power_gas,eustream.sk
FGSZ,power_gas,fgsz.hu
Net4Gas,power_gas,net4gas.cz
Gasgrid Finland,power_gas,gasgrid.fi
Nordion Energi,power_gas,nordionenergi.se
Baltic Connector,power_gas,
Interconnector UK,power_gas,
BBL Company,power_gas,bblcompany.com
Nemo Link,power_gas,
IFA Interconnexion,power_gas,
NeuConnect,power_gas,neuconnect-interconnector.com
Viking Link,power_gas,
Greenlink Interconnector,power_gas,greenlink.ie
North Sea Link,power_gas,
ElecLink,power_gas,eleclink.co.uk
Xlinks,power_gas,xlinks.co
Sea-Change Green Link,power_gas,seachange.energy
Aquind,power_gas,aquind.co.uk
Engie France,power_gas,engie.fr
EDF Group,power_gas,edf.fr
Enel Global Trading,power_gas,enel.it
Iberdrola Energia,power_gas,
Endesa,power_gas,endesa.com
Naturgy Energy Group,power_gas,naturgy.es
EDP Energias de Portugal,power_gas,edp.com
Galp Power,power_gas,galp.pt
A2A,power_gas,a2a.eu
Edison,power_gas,edison.it
Iren,power_gas,gruppoiren.it
Hera Group,power_gas,
Acea,power_gas,acea.it
Sorgenia,power_gas,sorgenia.it
Repower,power_gas,repower.com
BKW Energie,power_gas,bkw.ch
Romande Energie,power_gas,romande-energie.ch
Groupe E,power_gas,groupe-e.ch
IWB Basel,power_gas,iwb.ch
EWZ Zurich,power_gas,ewz.ch
Wien Energie,power_gas,wienenergie.at
EVN,power_gas,evn.at
Energie Steiermark,power_gas,e-steiermark.com
Salzburg AG,power_gas,salzburg-ag.at
Illwerke VKW,power_gas,illwerkevkw.at
Tiwag,power_gas,tiwag.at
CEZ Trading,power_gas,
PGE Polska Grupa,power_gas,
Tauron,power_gas,tauron.pl
Enea,power_gas,enea.pl
Energa,power_gas,energa.pl
Orlen Energia,power_gas,
MVM Group,power_gas,mvm.hu
Hidroelectrica,power_gas,
Nuclearelectrica,power_gas,nuclearelectrica.ro
OMV Petrom,power_gas,omvpetrom.com
NIS Serbia,power_gas,nis.eu
HEP Croatia,power_gas,hep.hr
Petrol Slovenia,power_gas,petrol.eu
GEN-I,power_gas,gen-i.si
Holding Slovenske Elektrarne,power_gas,
Public Power Corporation,power_gas,
Mytilineos,power_gas,
Motor Oil Renewable Energy,power_gas,moh.gr/en
Heron Energy,power_gas,
Elpedison,power_gas,
Enel Romania,power_gas,
Verbund Trading,power_gas,verbund.at
Uniper Energy Trading,power_gas,
E.ON Energy Markets,power_gas,
LEAG,power_gas,leag.de
Steag,power_gas,steag.com
EnviaM,power_gas,enviam.de
Lechwerke,power_gas,
N-Ergie,power_gas,n-ergie.de
Stadtwerke Munchen,power_gas,swm.de
RheinEnergie,power_gas,rheinenergie.com
Badenova,power_gas,badenova.de
Thuga,power_gas,
Getec,power_gas,getec.de
Eneco Energy Trade,power_gas,eneco.nl
Essent,power_gas,essent.nl
Greenchoice,power_gas,greenchoice.nl
Budget Energie,power_gas,budgetenergie.nl
Luminus,power_gas,luminus.be
Lampiris,power_gas,
Octa Plus,power_gas,octaplus.be
Enovos,power_gas,enovos.lu
Elektrilevi,power_gas,elektrilevi.ee
Ignitis Group,power_gas,ignitisgrupe.lt
Latvenergo,power_gas,latvenergo.lv
Eesti Energia,power_gas,energia.ee
Vattenfall Nordic,power_gas,vattenfall.se
Skelleftea Kraft,power_gas,skekraft.se
Jamtkraft,power_gas,
Goteborg Energi,power_gas,goteborgenergi.se
Helen Oy,power_gas,helen.fi
Turku Energia,power_gas,turkuenergia.fi
Lahti Energia,power_gas,lahtienergia.fi
Agder Energi,power_gas,ae.no
Lyse,power_gas,lyse.no
Hafslund,power_gas,hafslund.no
BKK,power_gas,bkk.no
Andel,power_gas,andel.dk
Norlys,power_gas,norlys.dk
Orsted Sales and Distribution,power_gas,
SLB,major,slb.com
Halliburton,major,halliburton.com
Baker Hughes,major,bakerhughes.com
Weatherford,major,
TechnipFMC,major,
Saipem,major,saipem.com
Subsea 7,major,subsea7.com
Aker Solutions,major,akersolutions.com
McDermott,major,
NOV,major,nov.com
Expro Group,major,expro.com
Oceaneering,major,oceaneering.com
Helix Energy Solutions,major,helixesg.com
Tidewater Marine,major,tdw.com
Valaris,major,
Transocean,major,deepwater.com
Noble Corporation,major,noblecorp.com
Seadrill,major,seadrill.com
Diamond Offshore,major,diamondoffshore.com
Borr Drilling,major,borrdrilling.com
Odfjell Drilling,major,odfjelldrilling.com
Shelf Drilling,major,shelfdrilling.com
Vantage Drilling,major,vantagedrilling.com
Petrofac Engineering,major,
Wood Energy,major,
KBR,major,kbr.com
Fluor,major,fluor.com
Bechtel,major,bechtel.com
Chiyoda,major,
JGC Holdings,major,
Hyundai Engineering,major,
Samsung Heavy Industries,major,
Daewoo Shipbuilding,major,
Hyundai Heavy Industries,major,
Sembcorp Marine,major,
Keppel,major,kepcorp.com
Santos,major,santos.com
Inpex,major,inpex.co.jp
Beach Energy,major,beachenergy.com.au
Karoon Energy,major,karoonenergy.com.au
Cooper Energy,major,
Genel Energy,major,genelenergy.com
Gulf Keystone Petroleum,major,gulfkeystone.com
Zephyr Energy,major,zephyrplc.com
Union Jack Oil,major,unionjackoil.com
Egdon Resources,major,egdon-resources.com
Star Energy,major,
IGas Energy,major,
Deltic Energy,major,delticenergy.com
Longboat Energy,major,
Jersey Oil and Gas,major,jerseyoilandgas.com
Hartshead Resources,major,
Orcadian Energy,major,orcadian.energy
Pharos Energy,major,
Chariot Limited,major,chariotenergygroup.com
Savannah Energy,major,savannah-energy.com
Seplat Energy,major,
Afentra,major,afentraplc.com
Trinity Exploration,major,
Touchstone Exploration,major,touchstoneexploration.com
Valeura Energy,major,valeuraenergy.com
Coro Energy,major,coroenergyplc.com
Predator Oil and Gas,major,predatoroilandgas.com
Sound Energy,major,soundenergyplc.com
Petro Matad,major,
Arrow Exploration,major,arrowexploration.com
Nostrum Oil and Gas,major,
Enwell Energy,major,enwellenergy.com
Wentworth Resources,major,
Aminex,major,aminex-plc.com
Tower Resources,major,towerresources.co.uk
88 Energy,major,88energy.com
Empyrean Energy,major,empyreanenergy.com
Reabold Resources,major,
Angus Energy,major,angusenergy.co.uk
Corcel,major,corcelplc.com
Europa Oil and Gas,major,europaoil.com
Baron Oil,major,baronoil.com
United Oil and Gas,major,
Molecular Energies,major,
Freeport LNG,lng,freeportlng.com
Cameron LNG,lng,cameronlng.com
Golden Pass LNG,lng,goldenpasslng.com
Nigeria LNG,lng,
Oman LNG,lng,omanlng.co.om
ADNOC LNG,lng,adnocgas.ae
Petronas LNG,lng,
South Hook LNG,lng,southhooklng.com
Dragon LNG,lng,dragonlng.co.uk
Grain LNG,lng,grainlng.com
Elengy,lng,elengy.com
Gate Terminal,lng,
Adriatic LNG,lng,adriaticlng.it
OLT Offshore LNG Toscana,lng,oltoffshore.it
Klaipedos Nafta,lng,
Gasum,lng,gasum.com
DEPA Commercial,lng,
Hoegh LNG,lng,
Sing Fuels,bunkers,singfuels.com
Victory Fuels,bunkers,
LQM Petroleum Services,bunkers,
Nordic Marine Oil,bunkers,
Oceanic Fuels,bunkers,
PetroChina International London,bunkers,
Sinopec Fuel Oil,bunkers,
Uni Marine and Energy,bunkers,
Ecomar Energy Solutions,bunkers,
ClimeCo,carbon,climeco.com
3Degrees,carbon,3degreesinc.com
Forliance,carbon,forliance.com
Wilder Carbon,carbon,
Treeconomy,carbon,treeconomy.co
Earthly,carbon,earthly.org
Compensate,carbon,compensate.com
Milkywire,carbon,milkywire.com
Senken,carbon,senken.io
ALLCOT,carbon,allcot.com
Permian Global,carbon,permianglobal.com
Wildlife Works,carbon,wildlifeworks.com
Everland,carbon,
Space Intelligence,carbon,space-intelligence.com
Chloris Geospatial,carbon,chloris.earth
Pachama,carbon,
Calyx Global,carbon,calyxglobal.com
Renoster,carbon,
Isometric,carbon,isometric.com
Puro Earth,carbon,puro.earth
Riverse,carbon,
Coriolis Energy,flex_optimiser,
Ridgewind,flex_optimiser,ridgewind.com
Muirhall Energy,flex_optimiser,muirhallenergy.co.uk
Force 9 Energy,flex_optimiser,force9energy.com
Locogen,flex_optimiser,locogen.com
Renewable Connections,flex_optimiser,renewableconnections.co.uk
Belltown Power,flex_optimiser,belltownpower.com
Windel Energy,flex_optimiser,windelenergy.co.uk
Ripple Energy,flex_optimiser,
Thrive Renewables,flex_optimiser,thriverenewables.co.uk
Abundance Investment,flex_optimiser,abundanceinvestment.com
Triodos Bank,flex_optimiser,triodos.co.uk
Ecology Building Society,flex_optimiser,ecology.co.uk
Bluefield Solar Income Fund,flex_optimiser,bluefieldsif.com
NextEnergy Solar Fund,flex_optimiser,nextenergysolarfund.com
Foresight Solar Fund,flex_optimiser,
Greencoat UK Wind,flex_optimiser,greencoat-ukwind.com
The Renewables Infrastructure Group,flex_optimiser,trig-ltd.com
JLEN Environmental Assets,flex_optimiser,jlen.com
Octopus Renewables Infrastructure,flex_optimiser,octopusrenewablesinfrastructure.com
Downing Renewables,flex_optimiser,
VH Global Energy Infrastructure,flex_optimiser,
Aquila European Renewables,flex_optimiser,aquila-european-renewables.com
US Solar Fund,flex_optimiser,ussolarfund.co.uk
Harmony Energy Income Trust,flex_optimiser,
Gresham House Energy Storage,flex_optimiser,
Gore Street Energy Storage Fund,flex_optimiser,gsenergystoragefund.com
Atrato Onsite Energy,flex_optimiser,
SDCL Energy Efficiency,flex_optimiser,
Ecofin Global Utilities,flex_optimiser,ecofininvest.com
Premier Miton Global Renewables,flex_optimiser,
Menhaden Resource Efficiency,flex_optimiser,
Impax Environmental Markets,flex_optimiser,impaxenvironmentalmarkets.co.uk
Vitol Group Services,trading_house,
Gunvor Services,trading_house,gunvor.com
Mercuria Energy Trading UK,trading_house,mercuria.co.uk
Glencore Energy UK,trading_house,
Freepoint Eco-Systems,trading_house,freepointeco.com
Castleton Commodities Trading,trading_house,
Hartree Partners Europe,trading_house,
Millennium Energy,trading_house,millenniumenergy.com
Petrogress,trading_house,
Ampol,trading_house,ampol.com.au
Viva Energy,trading_house,vivaenergy.com.au
Z Energy,trading_house,z.co.nz
Bapco Trading,trading_house,bapcotrading.com
Enoc,trading_house,
Emarat,trading_house,
Oilinvest,trading_house,oilinvest.com
Tamoil,trading_house,tamoil.com
Saras Trading,trading_house,
Alcazar Energy,trading_house,
Sahara Group,trading_house,
Oando,trading_house,oandoplc.com
Vivo Energy,trading_house,vivoenergy.com
Total Trading Asia,trading_house,totalenergies.sg
Idemitsu Trading,trading_house,
Sumitomo Corporation Europe,trading_house,
Mitsui and Co Europe,trading_house,mitsui.eu
Marubeni Europe,trading_house,marubeni-europe.com
Itochu Europe,trading_house,itochu.eu
Sojitz Europe,trading_house,
Toyota Tsusho Europe,trading_house,
Hanwa Europe,trading_house,
Kanematsu,trading_house,
Iwatani,trading_house,
Nippon Steel Trading,trading_house,
Posco International,trading_house,poscointl.com
LX International,trading_house,lxinternational.com
Samsung C and T Trading,trading_house,samsungcnt.com
Hyundai Corporation,trading_house,hyundaicorp.com
SK Networks,trading_house,sknetworks.co.kr
Noble Resources,trading_house,
Agritrade International,trading_house,
Sinochem International,trading_house,
Chinaoil Hong Kong,trading_house,
Unipec Asia,trading_house,
Zhenhua Oil,trading_house,
Sinopec Trading,trading_house,
CNOOC Trading,trading_house,
Reliance Global Energy,trading_house,
Adani Global,trading_house,adani.com
Vedanta Resources,metals,vedantaresources.com
Hindalco,metals,hindalco.com
JSW Steel,metals,jsw.in
Tata Steel Europe,metals,tatasteeleurope.com
ArcelorMittal,metals,
Thyssenkrupp Materials,metals,
Salzgitter,metals,salzgitter-ag.com
Voestalpine,metals,voestalpine.com
SSAB,metals,ssab.com
Outokumpu,metals,outokumpu.com
Acerinox,metals,
Aperam,metals,aperam.com
Marcegaglia,metals,marcegaglia.com
Liberty Steel,metals,libertysteelgroup.com
Celsa Steel,metals,celsauk.com
British Steel,metals,britishsteel.co.uk
Sheffield Forgemasters,metals,sheffieldforgemasters.com
EMR Metal Recycling,metals,emrgroup.com
Sims Metal,metals,simsmetalmanagement.com
Aurubis UK,metals,
Ecobat,metals,ecobat.com
Glencore Recycling,metals,glencorerecycling.com
Stena Recycling,metals,stenarecycling.com
Derichebourg,metals,
Bloomberg LP London,data_vendor,
Reuters News,data_vendor,
Dow Jones,data_vendor,dowjones.com
Financial Times,data_vendor,ft.com
Euromoney,data_vendor,
Risk.net,data_vendor,
GlobalData,data_vendor,globaldata.com
Informa,data_vendor,
RELX,data_vendor,
Wolters Kluwer,data_vendor,
IHS Markit,data_vendor,
Verisk,data_vendor,verisk.com
Clarivate,data_vendor,
YouGov,data_vendor,yougov.co.uk
Kantar,data_vendor,kantar.com
Third Bridge,data_vendor,thirdbridge.com
AlphaSights,data_vendor,alphasights.com
GLG Insights,data_vendor,
Guidepoint,data_vendor,guidepoint.com
Tegus,data_vendor,tegus.com
Coleman Research,data_vendor,colemanrg.com
Substantive Research,data_vendor,substantiveresearch.com
Smartkarma,data_vendor,
Visible Alpha,data_vendor,
Canalyst,data_vendor,canalyst.com
Sentieo,data_vendor,
AlphaSense,data_vendor,alpha-sense.com
Quandl Data,data_vendor,data.nasdaq.com
Neudata,data_vendor,neudata.co
Eagle Alpha,data_vendor,eaglealpha.com
BattleFin,data_vendor,battlefin.com
Exabel,data_vendor,exabel.com
Beacon Platform,data_vendor,beacon.io
Kensho,data_vendor,kensho.com
Causaly,data_vendor,causaly.com
Behavox,data_vendor,behavox.com
Steeleye,data_vendor,steel-eye.com
Global Relay,data_vendor,globalrelay.com
Smarsh,data_vendor,
Nasdaq Verafin,data_vendor,verafin.com
NICE Actimize,data_vendor,niceactimize.com
Eventus Systems,data_vendor,eventus.com
Trading Technologies Surveillance,data_vendor,
Scila,data_vendor,scila.se
b-next,data_vendor,b-next.com
Ancoa,data_vendor,
Sybenetix,data_vendor,
Red Deer,data_vendor,reddeer.io
Cappitech,data_vendor,cappitech.com
Kaizen Reporting,data_vendor,kaizenreporting.com
UnaVista,data_vendor,
DTCC Report Hub,data_vendor,
REGnosys,data_vendor,regnosys.com
Droit Financial,data_vendor,
Corlytics,data_vendor,corlytics.com
Ascent RegTech,data_vendor,ascentregtech.com
Clausematch,data_vendor,
ComplyAdvantage,data_vendor,complyadvantage.com
Napier AI,data_vendor,napier.ai
Featurespace,data_vendor,featurespace.com
Quantexa,data_vendor,quantexa.com
Ripjar,data_vendor,ripjar.com
Sigma Ratings,data_vendor,sigmaratings.com
Encompass Corporation,data_vendor,encompasscorporation.com
Fenergo,data_vendor,fenergo.com
Kroll,consultancy,kroll.com
Control Risks,consultancy,
S-RM,consultancy,s-rminform.com
Forensic Risk Alliance,consultancy,forensicrisk.com
Berkeley Research Group,consultancy,thinkbrg.com
Secretariat International,consultancy,secretariat-intl.com
Ankura,consultancy,ankura.com
Teneo,consultancy,teneo.com
Brunswick Group,consultancy,brunswickgroup.com
Finsbury Glover Hering,consultancy,
Tulchan Communications,consultancy,
Powerscourt,consultancy,
Camarco,consultancy,camarco.co.uk
Montfort Communications,consultancy,montfort.london
Simpson Spence Young Futures,shipbroker,ssyonline.co.uk
Braemar Securities,shipbroker,braemar.co.uk
Lorentzen and Co,shipbroker,lorentzen.no
Toepfer Transport,shipbroker,toepfer-transport.com
Compass Maritime,shipbroker,compassmar.com
MJLF Associates,shipbroker,mjlf.com
Nordic Shipping and Trading,shipbroker,
Allied Shipbroking,shipbroker,allied-shipbroking.gr
Intermodal Shipbrokers,shipbroker,intermodal.gr
Golden Destiny,shipbroker,
Xclusiv Shipbrokers,shipbroker,xclusiv.gr
Doric Shipbrokers,shipbroker,doric.gr
Advanced Shipping and Trading,shipbroker,
Multi Marine Services,shipbroker,
Star Asia Shipbroking,shipbroker,
Eastport Maritime,shipbroker,
Braemar Technical Services,shipbroker,
Sea Trade Holdings,shipbroker,
Bunker Partner,bunkers,bunkerpartner.com
Integr8 Fuels Asia,bunkers,
Minerva Bunkering Europe,bunkers,
KPI OceanConnect Denmark,bunkers,
Monjasa UK,bunkers,
Peninsula Middle East,bunkers,
Chemoil Adani,bunkers,
Consolidated Marine Management,bunkers,
Blue Ocean Bunkering,bunkers,
Cockett Group Asia,bunkers,
Ofgem E-Serve,regulator,
Low Carbon Contracts Company,regulator,lowcarboncontracts.uk
Electricity Settlements Company,regulator,
Renewable Energy Association,regulator,r-e-a.net
RenewableUK,regulator,renewableuk.com
Solar Energy UK,regulator,
Energy Networks Association,regulator,
Association for Decentralised Energy,regulator,
Nuclear Industry Association,regulator,niauk.org
Offshore Energies UK,regulator,oeuk.org.uk
Chemical Industries Association,regulator,cia.org.uk
UK Petroleum Industry Association,regulator,ukpia.com
Zero Emissions Traders Alliance,regulator,zeta-alliance.org
Futures Industry Association,regulator,fia.org
ISDA,regulator,
ICMA,regulator,icmagroup.org
AFME,regulator,afme.eu
UK Finance,regulator,
Investment Association,regulator,theia.org
Alternative Investment Management Association,regulator,aima.org
British Private Equity and Venture Capital Association,regulator,bvca.co.uk
Baltic and International Maritime Council,regulator,
International Chamber of Shipping,regulator,ics-shipping.org
UK Chamber of Shipping,regulator,
Federation of Oils Seeds and Fats Associations,regulator,fosfa.org
Grain and Feed Trade Association,regulator,gafta.com
Refined Sugar Association,regulator,sugarassociation.co.uk
International Cocoa Organization,regulator,icco.org
International Coffee Organization,regulator,ico.org
International Grains Council,regulator,igc.int
International Sugar Organization,regulator,isosugar.org
London Bullion Market Association,regulator,
London Platinum and Palladium Market,regulator,lppm.com
Minor Metals Trade Association,regulator,
International Wrought Copper Council,regulator,coppercouncil.org
World Steel Association,regulator,worldsteel.org
Eurometaux,regulator,
International Aluminium Institute,regulator,international-aluminium.org
Cobalt Institute,regulator,cobaltinstitute.org
Nickel Institute,regulator,nickelinstitute.org
International Lead and Zinc Study Group,regulator,ilzsg.org
International Copper Study Group,regulator,icsg.org
