name,category,domain
Camarco,consultancy,camarco.co.uk
Ripjar,data_vendor,ripjar.com
Encompass Corporation,data_vendor,encompasscorporation.com
Trading Technologies Surveillance,data_vendor,
Montfort Communications,consultancy,montfort.london
Forensic Risk Alliance,consultancy,forensicrisk.com
Tulchan Communications,consultancy,
Nasdaq Verafin,data_vendor,verafin.com
Finsbury Glover Hering,consultancy,
MJLF Associates,shipbroker,mjlf.com
Berkeley Research Group,consultancy,thinkbrg.com
Braemar Securities,shipbroker,braemar.co.uk
Secretariat International,consultancy,secretariat-intl.com
Lorentzen and Co,shipbroker,lorentzen.no
Droit Financial,data_vendor,
Toepfer Transport,shipbroker,toepfer-transport.com
Compass Maritime,shipbroker,compassmar.com
Doric Shipbrokers,shipbroker,doric.gr
Braemar Technical Services,shipbroker,
Intermodal Shipbrokers,shipbroker,intermodal.gr
Sea Trade Holdings,shipbroker,
Xclusiv Shipbrokers,shipbroker,xclusiv.gr
Bunker Partner,bunkers,bunkerpartner.com
RenewableUK,regulator,renewableuk.com
Peninsula Middle East,bunkers,
Monjasa UK,bunkers,
Eastport Maritime,shipbroker,
Chemoil Adani,bunkers,
KPI OceanConnect Denmark,bunkers,
ISDA,regulator,
Cockett Group Asia,bunkers,
Integr8 Fuels Asia,bunkers,
Ofgem E-Serve,regulator,
Association for Decentralised Energy,regulator,
Multi Marine Services,shipbroker,
Electricity Settlements Company,regulator,
Star Asia Shipbroking,shipbroker,
Renewable Energy Association,regulator,r-e-a.net
Energy Networks Association,regulator,
UK Finance,regulator,
ICMA,regulator,icmagroup.org
UK Chamber of Shipping,regulator,
Solar Energy UK,regulator,
UK Petroleum Industry Association,regulator,ukpia.com
Futures Industry Association,regulator,fia.org
Baltic and International Maritime Council,regulator,
Offshore Energies UK,regulator,oeuk.org.uk
Eurometaux,regulator,
Nuclear Industry Association,regulator,niauk.org
Chemical Industries Association,regulator,cia.org.uk
Investment Association,regulator,theia.org
Federation of Oils Seeds and Fats Associations,regulator,fosfa.org
Alternative Investment Management Association,regulator,aima.org
Cobalt Institute,regulator,cobaltinstitute.org
Minor Metals Trade Association,regulator,
Refined Sugar Association,regulator,sugarassociation.co.uk
Nickel Institute,regulator,nickelinstitute.org
PRA,regulator,
Galbraiths,shipbroker,galbraiths.co.uk
Mabanaft,trading_house,mabanaft.com
HM Treasury,regulator,hm-treasury.gov.uk
Cepsa,refining,cepsa.com
CF Partners,trading_house,cfpartners.co.uk
UK Debt Management Office,regulator,dmo.gov.uk
Financial Reporting Council,regulator,frc.org.uk
UK Statistics Authority,regulator,statisticsauthority.gov.uk
Financial Ombudsman Service,regulator,financial-ombudsman.org.uk
Carbon Cap Management,carbon,carbon-cap.com
European Banking Authority,regulator,eba.europa.eu
Office for National Statistics,regulator,ons.gov.uk
Standard Life,insurance,standardlife.co.uk
Money and Pensions Service,regulator,maps.org.uk
Coutts,bank,coutts.com
European Securities and Markets Authority,regulator,esma.europa.eu
RenaissanceRe,insurance,renre.com
Financial Services Compensation Scheme,regulator,fscs.org.uk
Ginga Petroleum,broker,gingapetroleum.com
National Employment Savings Trust,regulator,nestpensions.org.uk
Direct Line Group,insurance,directlinegroup.co.uk
Competition and Markets Authority,regulator,gov.uk/cma
Pension Insurance Corporation,insurance,pensioncorp.com
Railpen,fund,railpen.com
Scottish Widows,insurance,scottishwidows.co.uk
TSB Bank,bank,tsb.co.uk
Chaucer Group,insurance,chaucergroup.com
Metro Bank,bank,metrobankonline.co.uk
Bank J Safra Sarasin,bank,jsafrasarasin.com
Government Actuarys Department,regulator,gad.gov.uk
Nationwide Building Society,bank,nationwide.co.uk
Broadstone,consultancy,broadstone.co.uk
Aberdeen Investments,fund,aberdeeninvestments.com
PGIM,fund,
USS Investment Management,fund,uss.co.uk
Alter Domus,fund,alterdomus.com
First Actuarial,consultancy,firstactuarial.co.uk
Muzinich and Co,fund,muzinich.com
Vanguard UK,fund,vanguardinvestor.co.uk
Centerview Partners,bank,centerviewpartners.com
RBC Brewin Dolphin,fund,brewin.co.uk
Apex Group,fund,apexgroup.com
Lane Clark and Peacock,consultancy,lcp.uk.com
Greenhill and Co,bank,greenhill.com
PineBridge Investments,fund,pinebridge.com
